"Name","Class","No. Lines","ABC Score","CC","Probability","IF","Spectrum"
"metas_attributes","PostPresenter","14","0.0","1.0","6.1027%","6","7"
"modified_time_iso8601","PostPresenter","0","0.0","0.0","6.1027%","6","7"
"page_title","PostPresenter","3","0.0","1.0","6.1027%","6","7"
"published_time_iso8601","PostPresenter","0","0.0","0.0","6.1027%","6","7"
"tags","PostPresenter","0","0.0","0.0","6.1027%","6","11"
"url","PostPresenter","0","0.0","0.0","6.1027%","6","7"
"with_initial_interactions","PostPresenter","7","16.0","1.0","6.1027%","6","10"
"check_registrations_open_or_valid_invite!","RegistrationsController","5","11.0","4.0","6.0687%","5","21"
"invite","RegistrationsController","3","0.0","2.0","6.0687%","5","21"
"invite_hidden_tag","InvitationCodesHelper","4","0.0","2.0","6.0687%","5","9"
"edit","ProfilesController","6","0.0","1.0","5.9485%","7","4"
"lower_limit_date_of_birth","ProfileHelper","3","0.0","1.0","5.9485%","7","4"
"upper_limit_date_of_birth","ProfileHelper","5","0.0","2.0","5.9485%","7","4"
"date=","Profile","10","22.0","5.0","5.752%","6","8"
"add_mention_subscribers?","Comment","4","0.0","2.0","5.4649%","6","30"
"comment!","User::SocialActions","4","0.0","1.0","5.4649%","6","149"
"initialize","Comment","0","0.0","0.0","5.4649%","6","151"
"relayable_options","Comment","0","0.0","0.0","5.4649%","6","151"
"self.federated_class","Comment","0","0.0","0.0","5.4649%","6","151"
"self.filter_mentions","Notifications","0","0.0","0.0","5.4649%","6","10"
"self.notify","Notifications","0","0.0","0.0","5.4649%","6","9"
"self.notify","Notifications","0","0.0","0.0","5.4649%","6","15"
"basic_profile_present?","User","0","0.0","0.0","5.2109%","5","10"
"create","RegistrationsController","15","28.0","3.0","5.2109%","5","14"
"generate_keys","User","0","0.0","0.0","5.2109%","5","19"
"getting_started","UsersController","8","19.0","1.0","5.2109%","5","5"
"invited_by_message","InvitationCodesHelper","7","0.0","2.0","5.2109%","5","5"
"seed_aspects","User","0","0.0","0.0","5.2109%","5","10"
"self.build","User","0","0.0","0.0","5.2109%","5","30"
"send_welcome_message","User","0","0.0","0.0","5.2109%","5","13"
"set_person","User","0","0.0","0.0","5.2109%","5","19"
"setup","User","0","0.0","0.0","5.2109%","5","30"
"sign_up","User","0","0.0","0.0","5.2109%","5","16"
"user_params","RegistrationsController","6","0.0","1.0","5.2109%","5","14"
"linked_object","Notification","3","0.0","1.0","5.0696%","7","21"
"self.user_tag_stream","StatusMessage","0","0.0","0.0","5.0044%","5","2679"
"as_api","PostInteractionPresenter","4","0.0","1.0","4.9852%","6","12"
"as_json","PostInteractionPresenter","11","12.0415945787923","1.0","4.9852%","6","12"
"initialize","PostInteractionPresenter","4","0.0","1.0","4.9852%","6","12"
"participations","PostInteractionPresenter","4","0.0","2.0","4.9852%","6","12"
"with_interactions","PostPresenter","4","0.0","1.0","4.9852%","6","9"
"description","TagStreamPresenter","3","0.0","1.0","4.9412%","5","2679"
"metas_attributes","TagStreamPresenter","9","0.0","1.0","4.9412%","5","2679"
"title","TagStreamPresenter","3","0.0","1.0","4.9412%","5","2679"
"url","TagStreamPresenter","3","0.0","1.0","4.9412%","5","2679"
"self.normalize","ActsAsTaggableOn","0","0.0","0.0","4.8662%","8","28"
"index","TagsController","13","34.0147027033899","4.0","4.7707%","5","4"
"prep_tags_for_javascript","TagsController","6","0.0","1.0","4.7707%","5","2"
"self.autocomplete","ActsAsTaggableOn","0","0.0","0.0","4.7707%","5","5"
"create","ResharesController","8","10.0498756211209","2.0","4.7069%","5","6"
"create","ReshareService","5","0.0","2.0","4.7069%","5","18"
"reshare!","User::SocialActions","6","0.0","1.0","4.7069%","5","26"
"reshare_service","ResharesController","4","0.0","1.0","4.7069%","5","11"
"self.by_account_identifier","Person","0","0.0","0.0","4.5576%","4","154"
"self.find_or_fetch_by_identifier","Person","0","0.0","0.0","4.5576%","4","82"
"find_public!","PostService","5","0.0","3.0","4.3113%","3","29"
"mark_comment_reshare_like_notifications_read","PostService","4","0.0","1.0","4.2369%","6","9"
"mark_mention_notifications_read","PostService","10","12.0415945787923","2.0","4.2369%","6","9"
"mentions_in_comments_for_post","PostService","5","0.0","1.0","4.2369%","6","9"
"search","SearchController","11","23.0217288664427","3.0","4.123%","4","4"
"search_query","SearchController","4","0.0","3.0","4.123%","4","6"
"mail_job","Notifications","0","0.0","0.0","3.9788%","4","26"
"set_headers","NotificationMailers","0","0.0","0.0","3.9788%","4","25"
"like!","User::SocialActions","4","0.0","1.0","3.9104%","6","82"
"like_service","LikesController","4","0.0","1.0","3.9104%","6","13"
"relayable_options","Like","0","0.0","0.0","3.9104%","6","84"
"self.federated_class","Like","0","0.0","0.0","3.9104%","6","84"
"self.notify","Notifications","0","0.0","0.0","3.9104%","6","17"
"activity","StreamsController","3","0.0","1.0","3.8824%","4","1"
"update","UsersController","13","10.4403065089106","4.0","3.8295%","3","16"
"user_params","UsersController","0","0.0","0.0","3.8295%","3","16"
"create","LikesController","10","16.0312195418814","2.0","3.7297%","5","6"
"create","LikeService","4","0.0","1.0","3.7297%","5","23"
"mail_job","Notifications","0","0.0","0.0","3.7297%","5","17"
"perform","Workers","0","0.0","0.0","3.7297%","5","4"
"set_headers","NotificationMailers","0","0.0","0.0","3.7297%","5","13"
"setup","Api","0","0.0","0.0","3.7273%","4","78"
"next_page_path","StreamHelper","10","13.0384048104053","4.0","3.6703%","2","8"
"next_stream_path","StreamHelper","20","27.0","9.0","3.6703%","2","8"
"time_for_scroll","StreamHelper","5","11.0","2.0","3.6703%","2","8"
"as_json","Person","0","0.0","0.0","3.5554%","4","11"
"index","PeopleController","16","25.0199920063936","4.0","3.5494%","4","20"
"search_query","PeopleController","0","0.0","0.0","3.5494%","4","24"
"auth_user_unless_prompt_none!","Api","0","0.0","0.0","3.4297%","4","36"
"owns?","Person","0","0.0","0.0","3.4192%","4","18"
"unparticipate!","Participation","5","0.0","2.0","3.4192%","4","16"
"build_image_url","Profile","0","0.0","0.0","3.3086%","3","51"
"image_url=","Profile","3","0.0","1.0","3.3086%","3","51"
"image_url_medium=","Profile","3","0.0","1.0","3.3086%","3","44"
"image_url_small=","Profile","3","0.0","1.0","3.3086%","3","44"
"image","UserApplicationPresenter","3","0.0","1.0","3.2036%","4","21"
"image_uri","Api","0","0.0","0.0","3.2036%","4","21"
"initialize","UserApplicationPresenter","5","0.0","1.0","3.2036%","4","21"
"name","UserApplicationPresenter","3","0.0","1.0","3.2036%","4","21"
"name?","UserApplicationPresenter","3","0.0","1.0","3.2036%","4","21"
"policy?","UserApplicationPresenter","3","0.0","1.0","3.2036%","4","21"
"terms_of_services?","UserApplicationPresenter","3","0.0","1.0","3.2036%","4","21"
"url","UserApplicationPresenter","5","0.0","1.0","3.2036%","4","21"
"user_application_name","UserApplicationsHelper","5","0.0","2.0","3.2036%","4","21"
"create","CommentsController","12","11.0453610171873","3.0","3.1787%","4","6"
"create","CommentService","4","0.0","1.0","3.1787%","4","20"
"respond_create_success","CommentsController","6","0.0","1.0","3.1787%","4","6"
"clear_empty_status_message","Photo","6","0.0","3.0","3.1661%","4","12"
"destroy","PhotosController","16","27.0185121722126","3.0","3.1661%","4","5"
"ensure_user_picture","Photo","0","0.0","0.0","3.1661%","4","12"
"secure_token","SecureUploader","5","0.0","2.0","3.0711%","2","19"
"hashes_for_people","PeopleController","0","0.0","0.0","2.9735%","4","18"
"disconnect","User","0","0.0","0.0","2.904%","4","27"
"disconnect_contact","User","0","0.0","0.0","2.904%","4","35"
"disconnected_by","User","0","0.0","0.0","2.904%","4","25"
"destroy","PostsController","6","0.0","1.0","2.9006%","5","4"
"destroy","PostService","5","0.0","2.0","2.9006%","5","7"
"mention_notification_exists?","Notifications","0","0.0","0.0","2.8714%","4","11"
"opts_for_post","NotificationsHelper","9","0.0","1.0","2.8237%","5","16"
"setup","Api","0","0.0","0.0","2.8226%","4","50"
"validate_scope_names","Api","0","0.0","0.0","2.8226%","4","50"
"authentication_token","User","0","0.0","0.0","2.7158%","5","13"
"reset_authentication_token","SessionsController","3","0.0","2.0","2.7158%","5","7"
"reset_authentication_token!","User","0","0.0","0.0","2.7158%","5","12"
"as_json","CommentPresenter","10","0.0","1.0","2.6723%","4","7"
"initialize","CommentPresenter","3","0.0","1.0","2.6723%","4","7"
"comment_message","NotifierHelper","5","0.0","2.0","2.6426%","4","35"
"mail_job","Notifications","0","0.0","0.0","2.6426%","4","4"
"set_headers","NotificationMailers","0","0.0","0.0","2.6426%","4","17"
"additional_photos","MobileHelper","5","0.0","2.0","2.5904%","1","2"
"photo","MobileHelper","4","0.0","1.0","2.5904%","1","2"
"show","PhotosController","6","15.0","3.0","2.5904%","1","3"
"normalize_tag_name","TagsHelper","3","0.0","1.0","2.5226%","4","10"
"tag_link","TagsHelper","3","0.0","1.0","2.5226%","4","8"
"create","TagFollowingsController","12","15.0332963783729","4.0","2.4308%","3","0"
"toggle_mobile","HomeController","5","0.0","2.0","2.4178%","2","2"
"popup_translation_key","Notifications","0","0.0","0.0","2.2694%","3","8"
"store_dir","ExportedPhotos","3","0.0","1.0","2.2395%","1","10"
"fetch_person","StatusMessagesController","3","0.0","1.0","2.1918%","1","3"
"full_hash_with_person","ContactPresenter","3","0.0","1.0","2.1427%","6","30"
"person_without_contact","ContactPresenter","3","0.0","1.0","2.1427%","6","30"
"after_database_authentication","User","0","0.0","0.0","2.1235%","4","5"
"export_photos","UsersController","0","0.0","0.0","2.1131%","1","1"
"perform","Workers","0","0.0","0.0","2.1131%","1","3"
"queue_export_photos","User","0","0.0","0.0","2.1131%","1","1"
"entity_finder","DiasporaLinkService","4","0.0","1.0","2.0864%","1","6"
"find_or_fetch_entity","DiasporaLinkService","4","0.0","2.0","2.0864%","1","6"
"initialize","DiasporaLinkService","4","0.0","1.0","2.0864%","1","6"
"normalize","DiasporaLinkService","7","0.0","4.0","2.0864%","1","6"
"parse","DiasporaLinkService","7","0.0","1.0","2.0864%","1","6"
"query","LinksController","4","0.0","1.0","2.0864%","1","3"
"resolve","LinksController","5","0.0","2.0","2.0864%","1","3"
"self.model_name","StatusMessage","0","0.0","0.0","2.0864%","1","6"
"enough_poll_answers","Poll","3","0.0","2.0","2.0767%","2","55"
"participation_count","Poll","3","0.0","1.0","2.0767%","2","2"
"next_photo","MobileHelper","5","0.0","1.0","1.9877%","1","0"
"previous_photo","MobileHelper","4","0.0","1.0","1.9877%","1","0"
"destroy","LikesController","6","0.0","2.0","1.9804%","2","2"
"destroy","LikeService","7","0.0","2.0","1.9804%","2","6"
"applications?","UserApplicationsPresenter","3","0.0","1.0","1.9634%","2","1"
"applications_count","UserApplicationsPresenter","3","0.0","1.0","1.9634%","2","1"
"id","UserApplicationPresenter","3","0.0","1.0","1.9634%","2","1"
"index","Api","0","0.0","0.0","1.9634%","2","1"
"initialize","UserApplicationsPresenter","3","0.0","1.0","1.9634%","2","1"
"self.find_by_client_id_and_user","Api","0","0.0","0.0","1.9634%","2","1"
"user_applications","UserApplicationsPresenter","6","0.0","1.0","1.9634%","2","1"
"fetch_and_save_opengraph_data!","OpenGraphCache","15","25.0199920063936","5.0","1.9626%","1","7"
"perform","Workers","0","0.0","0.0","1.9626%","1","6"
"queue_gather_open_graph_data","StatusMessage","3","0.0","1.0","1.9626%","1","14"
"self.find_or_create_by","OpenGraphCache","0","0.0","0.0","1.9626%","1","5"
"set_read_state","Notification","3","0.0","1.0","1.9497%","3","8"
"contacts_data","ConversationsController","0","0.0","0.0","1.9406%","3","11"
"index","ConversationsController","19","34.0","3.0","1.9406%","3","7"
"change_password","UsersController","0","0.0","0.0","1.9204%","2","2"
"update_user","UsersController","0","0.0","0.0","1.9091%","1","15"
"find_or_create_by","Pod","7","10.2469507659596","2.0","1.9059%","3","780"
"not_own_pod","Pod","0","0.0","0.0","1.9059%","3","804"
"block_params","BlocksController","3","0.0","1.0","1.8898%","3","3"
"create","BlocksController","7","12.0415945787923","2.0","1.8898%","3","3"
"not_blocking_yourself","Block","4","0.0","2.0","1.8898%","3","40"
"send_message","BlocksController","8","0.0","3.0","1.8898%","3","6"
"destroy","CommentsController","5","0.0","2.0","1.8018%","3","5"
"destroy","CommentService","8","0.0","3.0","1.8018%","3","9"
"respond_destroy_success","CommentsController","6","0.0","1.0","1.8018%","3","4"
"commented","StreamsController","3","0.0","1.0","1.786%","1","0"
"liked","StreamsController","3","0.0","1.0","1.786%","1","1"
"add_claims_to_scopes","Api","0","0.0","0.0","1.7639%","2","25"
"build_client_application","Api","0","0.0","0.0","1.7639%","2","3"
"check_redirect_uris","Api","0","0.0","0.0","1.7639%","2","3"
"check_sector_identifier_uri","Api","0","0.0","0.0","1.7639%","2","3"
"create","Api","0","0.0","0.0","1.7639%","2","4"
"handle_authorization_form","Api","0","0.0","0.0","1.7639%","2","26"
"handle_start_point_response","Api","0","0.0","0.0","1.7639%","2","25"
"logged_in_before?","Api","0","0.0","0.0","1.7639%","2","28"
"new","Api","0","0.0","0.0","1.7639%","2","28"
"register!","Api","0","0.0","0.0","1.7639%","2","4"
"registrar_attributes","Api","0","0.0","0.0","1.7639%","2","3"
"request_authorization_consent_form","Api","0","0.0","0.0","1.7639%","2","25"
"reset_auth","Api","0","0.0","0.0","1.7639%","2","28"
"self.find_by_client_id_user_and_scopes","Api","0","0.0","0.0","1.7639%","2","32"
"supported_metadata","Api","0","0.0","0.0","1.7639%","2","3"
"popover_with_close_html","ApplicationHelper","3","0.0","1.0","1.6678%","2","4"
"destroy","Api","0","0.0","0.0","1.6659%","2","2"
"popup_translation_key","Notifications","0","0.0","0.0","1.6647%","4","0"
"looking_for_tag_link","TagsHelper","5","0.0","3.0","1.6305%","2","17"
"search_header","PeopleHelper","6","11.0","2.0","1.6305%","2","16"
"as_json","Poll","9","0.0","1.0","1.62%","2","0"
"participation_answer","Poll","3","0.0","1.0","1.62%","2","5"
"destroy_notifications","Contact","8","0.0","1.0","1.5985%","2","28"
"contacts_by_aspect","ContactsController","8","16.1245154965971","1.0","1.5846%","3","4"
"force_mobile","HomeController","4","0.0","1.0","1.5476%","1","2"
"destroy","TagFollowingsController","9","12.0415945787923","3.0","1.5429%","2","0"
"invite","Notifier","11","14.0356688476182","1.0","1.4924%","2","8"
"downcased_tag_name","TagsController","3","0.0","1.0","1.477%","2","1"
"perform","Workers","0","0.0","0.0","1.4369%","2","2"
"send_reset_password_instructions","User","0","0.0","0.0","1.4369%","2","3"
"build_conversation","User::SocialActions","9","0.0","1.0","1.3874%","2","26"
"create","ConversationsController","20","32.2490309931942","4.0","1.3874%","2","40"
"first_unread_message","Conversation","4","11.0453610171873","2.0","1.3874%","2","10"
"increase_unread","Message","6","0.0","2.0","1.3874%","2","12"
"last_author","Conversation","6","0.0","3.0","1.3874%","2","7"
"local_recipients","Conversation","8","16.0","5.0","1.3874%","2","107"
"mail_job","Notifications","0","0.0","0.0","1.3874%","2","5"
"message","Message","4","0.0","1.0","1.3874%","2","7"
"participant_of_parent_conversation","Message","6","0.0","3.0","1.3874%","2","98"
"recipients","Conversation","3","0.0","1.0","1.3874%","2","107"
"self.notify","Notifications","0","0.0","0.0","1.3874%","2","6"
"set_headers","NotificationMailers","0","0.0","0.0","1.3874%","2","7"
"set_read","Conversation","6","0.0","2.0","1.3874%","2","9"
"show","ConversationsController","11","21.0","2.0","1.3874%","2","2"
"subject","Conversation","4","0.0","2.0","1.3874%","2","23"
"subscribers","Conversation","3","0.0","1.0","1.3874%","2","4"
"self.user_is_following?","TagFollowing","0","0.0","0.0","1.366%","2","4"
"tag_followed?","TagsController","3","0.0","1.0","1.366%","2","2"
"like_for","User","0","0.0","0.0","1.3554%","2","2"
"conversation_class","ConversationsHelper","5","0.0","4.0","1.3359%","1","10"
"ordered_participants","Conversation","4","0.0","1.0","1.3359%","1","7"
"build_message","User::SocialActions","6","0.0","1.0","1.3353%","2","8"
"create","MessagesController","11","25.1793566240283","2.0","1.3353%","2","8"
"subscribers","Message","3","0.0","1.0","1.3353%","2","3"
"linked_object","Notifications","0","0.0","0.0","1.3023%","2","4"
"opts_for_mentioned","NotificationsHelper","7","11.0453610171873","3.0","1.3023%","2","2"
"ensure_valid_invite_code","InvitationCodesController","3","0.0","1.0","1.3005%","2","3"
"process_invite_acceptence","User","0","0.0","0.0","1.3005%","2","5"
"show","InvitationCodesController","6","16.0312195418814","2.0","1.3005%","2","3"
"raw","ConversationsController","9","13.0","2.0","1.2837%","1","2"
"can_be_used?","InvitationCode","4","0.0","2.0","1.2464%","2","12"
"use!","InvitationCode","3","0.0","1.0","1.2464%","2","5"
"available_response_types","Api","0","0.0","0.0","1.2402%","2","25"
"build_rack_request","Api","0","0.0","0.0","1.2402%","2","12"
"create","Api","0","0.0","0.0","1.2402%","2","11"
"delete_authorization_session_variables","Api","0","0.0","0.0","1.2402%","2","14"
"handle_confirmation_endpoint_response","Api","0","0.0","0.0","1.2402%","2","14"
"process_authorization_consent","Api","0","0.0","0.0","1.2402%","2","14"
"response_type_as_space_seperated_values","Api","0","0.0","0.0","1.2402%","2","11"
"restore_request_parameters","Api","0","0.0","0.0","1.2402%","2","11"
"save_params_and_render_consent_form","Api","0","0.0","0.0","1.2402%","2","20"
"save_request_parameters","Api","0","0.0","0.0","1.2402%","2","20"
"scopes_as_space_seperated_values","Api","0","0.0","0.0","1.2402%","2","20"
"to_boolean","Api","0","0.0","0.0","1.2402%","2","14"
"gon_load_contact","GonHelper","5","13.0384048104053","2.0","1.202%","3","21"
"add_hidden_shareable","User","0","0.0","0.0","1.0866%","2","14"
"post_service","ShareVisibilitiesController","4","0.0","1.0","1.0866%","2","4"
"toggle_hidden_shareable","User","0","0.0","0.0","1.0866%","2","9"
"update","ShareVisibilitiesController","5","0.0","1.0","1.0866%","2","4"
"popup_translation_key","Notifications","0","0.0","0.0","1.0735%","2","1"
"background_search","PeopleController","0","0.0","0.0","1.0659%","1","3"
"refresh_search","PeopleController","12","14.0","2.0","1.0659%","1","4"
"split_coords","Location","3","0.0","2.0","1.039%","1","16"
"getting_started_completed","UsersController","6","15.0","1.0","1.0325%","2","0"
"clear_account!","User","0","0.0","0.0","1.0245%","2","20"
"clear_profile!","Person","0","0.0","0.0","1.0245%","2","37"
"clearable_fields","Profile","0","0.0","0.0","1.0245%","2","39"
"clearable_fields","User","0","0.0","0.0","1.0245%","2","21"
"close_account!","User","0","0.0","0.0","1.0245%","2","9"
"destroy","UsersController","12","32.0","6.0","1.0245%","2","3"
"lock_access!","Person","0","0.0","0.0","1.0245%","2","50"
"perform","Workers","0","0.0","0.0","1.0245%","2","3"
"perform!","AccountDeletion","4","0.0","2.0","1.0245%","2","7"
"public?","AccountDeletion","3","0.0","1.0","1.0245%","2","4"
"queue_delete_account","AccountDeletion","3","0.0","1.0","1.0245%","2","16"
"self.guids_for_author","StatusMessage","0","0.0","0.0","1.0245%","2","8"
"subscribers","AccountDeletion","3","0.0","1.0","1.0245%","2","5"
"tombstone!","Profile","0","0.0","0.0","1.0245%","2","38"
"change_language","UsersController","0","0.0","0.0","1.0131%","1","3"
"manage","TagFollowingsController","4","0.0","2.0","0.9883%","2","2"
"change_post_default","UsersController","0","0.0","0.0","0.9721%","1","0"
"change_settings","UsersController","0","0.0","0.0","0.9721%","1","4"
"update_post_default_aspects","User","0","0.0","0.0","0.9721%","1","0"
"for_hovercard","ProfilePresenter","6","0.0","1.0","0.9237%","2","6"
"hovercard","PersonPresenter","3","0.0","1.0","0.9237%","2","5"
"hovercard","PeopleController","9","15.0332963783729","1.0","0.9237%","2","5"
"public","StreamsController","3","0.0","1.0","0.9213%","2","3"
"handle_params_error","Api","0","0.0","0.0","0.9157%","2","9"
"handle_params_error_when_client_id_and_redirect_uri_exists","Api","0","0.0","0.0","0.9157%","2","7"
"render_error","Api","0","0.0","0.0","0.9157%","2","5"
"start_a_conversation_link","ContactsHelper","9","0.0","1.0","0.8885%","2","2"
"change_email_preferences","UsersController","0","0.0","0.0","0.8726%","1","3"
"must_be_valid_email_type","UserPreference","4","0.0","2.0","0.8726%","1","15"
"update_user_preferences","User","0","0.0","0.0","0.8726%","1","5"
"index","PhotosController","19","34.0","5.0","0.8717%","1","15"
"accessible?","Api","0","0.0","0.0","0.8592%","2","11"
"bearer_token","Api","0","0.0","0.0","0.8592%","2","24"
"create_access_token","Api","0","0.0","0.0","0.8592%","2","24"
"create_id_token","Api","0","0.0","0.0","0.8592%","2","17"
"current_user","Api","0","0.0","0.0","0.8592%","2","4"
"name","UserInfoSerializer","3","0.0","3.0","0.8592%","2","2"
"nickname","UserInfoSerializer","3","0.0","1.0","0.8592%","2","2"
"picture","UserInfoSerializer","3","0.0","1.0","0.8592%","2","2"
"profile","UserInfoSerializer","3","0.0","1.0","0.8592%","2","2"
"setup","Api","0","0.0","0.0","0.8592%","2","24"
"show","Api","0","0.0","0.0","0.8592%","2","2"
"sub","UserInfoSerializer","4","0.0","1.0","0.8592%","2","2"
"base_hash","BlockPresenter","3","0.0","1.0","0.8574%","2","2"
"popup_translation_key","Notifications","0","0.0","0.0","0.8334%","2","4"
"compressed_export","User","0","0.0","0.0","0.8316%","1","9"
"contact_groups","Export","0","0.0","0.0","0.8316%","1","35"
"contacts","Export","0","0.0","0.0","0.8316%","1","35"
"currently_running_exports","Workers","0","0.0","0.0","0.8316%","1","8"
"diaspora_handle","Profile","4","0.0","2.0","0.8316%","1","86"
"entity","FederationEntitySerializer","3","0.0","1.0","0.8316%","1","41"
"export_complete_for","ExportMailer","6","0.0","1.0","0.8316%","1","5"
"export_profile","UsersController","0","0.0","0.0","0.8316%","1","1"
"export_user","Workers","0","0.0","0.0","0.8316%","1","7"
"extension_whitelist","ExportedUser","3","0.0","1.0","0.8316%","1","10"
"followed_tags","Export","0","0.0","0.0","0.8316%","1","35"
"initialize","Export","0","0.0","0.0","0.8316%","1","30"
"initialize","Export","0","0.0","0.0","0.8316%","1","37"
"modify_serializable_object","FederationEntitySerializer","3","0.0","1.0","0.8316%","1","41"
"object","Export","0","0.0","0.0","0.8316%","1","30"
"object","Export","0","0.0","0.0","0.8316%","1","37"
"others_relayables","Export","0","0.0","0.0","0.8316%","1","29"
"perform","Workers","0","0.0","0.0","0.8316%","1","8"
"perform_export!","User","0","0.0","0.0","0.8316%","1","9"
"post_subscriptions","Export","0","0.0","0.0","0.8316%","1","35"
"posts","Export","0","0.0","0.0","0.8316%","1","35"
"private_key","Export","0","0.0","0.0","0.8316%","1","30"
"queue_export","User","0","0.0","0.0","0.8316%","1","1"
"relayables","Export","0","0.0","0.0","0.8316%","1","35"
"relayables","Export","0","0.0","0.0","0.8316%","1","29"
"serializable_data","Export","0","0.0","0.0","0.8316%","1","28"
"serializable_data","Export","0","0.0","0.0","0.8316%","1","28"
"serializable_object","SerializerPostProcessing","3","0.0","1.0","0.8316%","1","43"
"serializable_object","FlatMapArraySerializer","5","0.0","1.0","0.8316%","1","36"
"store_dir","ExportedUser","3","0.0","1.0","0.8316%","1","10"
"after_sign_out_path_for","ApplicationController","4","0.0","2.0","0.6673%","3","3"
"mail_job","Notifications","0","0.0","0.0","0.6023%","2","6"
"set_headers","NotificationMailers","0","0.0","0.0","0.6023%","2","9"
"create","ReportController","7","0.0","2.0","0.5981%","1","2"
"entry_does_not_exist","Report","4","0.0","2.0","0.5981%","1","25"
"perform","Workers","0","0.0","0.0","0.5981%","1","0"
"post_or_comment_does_exist","Report","5","0.0","3.0","0.5981%","1","25"
"report_params","ReportController","3","0.0","1.0","0.5981%","1","2"
"self.new_report","ReportMailer","0","0.0","0.0","0.5981%","1","7"
"send_report_notification","Report","3","0.0","1.0","0.5981%","1","20"
"change_email","UsersController","0","0.0","0.0","0.5798%","1","8"
"confirm_email","User","0","0.0","0.0","0.5798%","1","10"
"confirm_email","UsersController","0","0.0","0.0","0.5798%","1","3"
"send_confirm_email","User","0","0.0","0.0","0.5798%","1","9"
"set_headers","NotificationMailers","0","0.0","0.0","0.5798%","1","6"
"create","Api","0","0.0","0.0","0.54%","1","23"
"create_code","Api","0","0.0","0.0","0.54%","1","25"
"self.use_code","Api","0","0.0","0.0","0.54%","1","10"
"check_orphan_conversation","ConversationVisibility","5","0.0","3.0","0.5264%","2","5"
"destroy","ConversationVisibilitiesController","11","17.058722109232","4.0","0.5264%","2","4"
"handle_prompt","Api","0","0.0","0.0","0.508%","1","2"
"reauthenticate","Api","0","0.0","0.0","0.508%","1","0"
"followed_tags","StreamsController","4","0.0","1.0","0.3787%","2","1"
"comment_email_subject","StatusMessage","7","0.0","3.0","0.3725%","1","17"
"perform","Workers","0","0.0","0.0","0.339%","1","7"
"queue_gather_oembed_data","StatusMessage","3","0.0","1.0","0.339%","1","8"
"self.find_or_create_by","OEmbedCache","0","0.0","0.0","0.339%","1","7"
"display_year?","NotificationsHelper","5","0.0","2.0","0.3315%","1","15"
"the_day","NotificationsHelper","3","0.0","1.0","0.3315%","1","11"
"the_month","NotificationsHelper","3","0.0","1.0","0.3315%","1","11"
"the_year","NotificationsHelper","3","0.0","1.0","0.3315%","1","15"
"html_safe_string_from_session_array","InvitationsController","7","11.0453610171873","3.0","0.3258%","1","5"
"new","InvitationsController","9","0.0","1.0","0.3258%","1","1"
"check_invitations_available!","InvitationsController","8","13.0","4.0","0.3013%","1","15"
"create","InvitationsController","19","35.1283361405006","5.0","0.3013%","1","12"
"inviter_params","InvitationsController","3","0.0","1.0","0.3013%","1","12"
"perform","Workers","0","0.0","0.0","0.3013%","1","1"
"valid_email?","InvitationsController","3","0.0","1.0","0.3013%","1","12"
"create","PollParticipationsController","11","19.1049731745428","3.0","0.2783%","1","0"
"initialize","PollParticipation","0","0.0","0.0","0.2783%","1","15"
"not_already_participated","PollParticipation","6","13.0384048104053","3.0","0.2783%","1","34"
"participate_in_poll!","User::SocialActions","4","0.0","1.0","0.2783%","1","15"
"relayable_options","PollParticipation","0","0.0","0.0","0.2783%","1","15"
"self.federated_class","PollParticipation","0","0.0","0.0","0.2783%","1","15"
"target","PollParticipationsController","6","0.0","3.0","0.2783%","1","0"
"is_shareable_hidden?","User","0","0.0","0.0","0.2552%","1","13"
"mail?","NotificationMailers","0","0.0","0.0","0.2552%","1","17"
"mail_job","Notifications","0","0.0","0.0","0.2552%","1","7"
"popup_translation_key","Notifications","0","0.0","0.0","0.2552%","1","14"
"set_headers","NotificationMailers","0","0.0","0.0","0.2552%","1","17"
"popup_translation_key","Notifications","0","0.0","0.0","0.2523%","1","1"
"mentionable","PostsController","12","19.0","4.0","0.2154%","1","4"
"mentionable_in_comment","PostService","9","11.0453610171873","1.0","0.2154%","1","14"
"new","ConversationsController","16","38.0131556174964","8.0","0.1872%","2","6"
"index","LikesController","6","0.0","1.0","0.1807%","1","5"
"update","NotificationsController","9","19.0262975904404","2.0","0.1496%","1","5"
"popup_translation_key","Notifications","0","0.0","0.0","0.1408%","1","0"
"download_photos","UsersController","0","0.0","0.0","0.1264%","1","1"
"index","ReportController","3","0.0","1.0","0.1205%","1","2"
"unreviewed_reports_count","ReportHelper","4","0.0","1.0","0.1205%","1","16"
"assign_attributes","AdminsController","0","0.0","0.0","0.1167%","1","5"
"create_hash","AdminsController","8","32.0312347560939","1.0","0.1167%","1","2"
"dashboard","AdminsController","3","0.0","1.0","0.1167%","1","4"
"index","Admin","0","0.0","0.0","0.1167%","1","3"
"initialize","AdminsController","0","0.0","0.0","0.1167%","1","5"
"percent_change","AdminsController","3","0.0","1.0","0.1167%","1","2"
"self.add_admin","Role","0","0.0","0.0","0.1167%","1","35"
"stats","AdminsController","20","28.2842712474619","5.0","0.1167%","1","2"
"user_search","AdminsController","10","0.0","2.0","0.1167%","1","5"
"weekly_user_stats","AdminsController","9","15.0332963783729","2.0","0.1167%","1","0"
"mentioned","StreamsController","3","0.0","1.0","0.1098%","1","1"
